catalogid,id,weight,minimumorder,maximumorder,date_created,description,extended_description,keywords,sorting,thumbnail,image1,image2,image3,image4,realmedia,related,accessories,shipcost,imagecaption1,imagecaption2,imagecaption3,imagecaption4,title,metatags,displaytext,eproduct_password,eproduct_random,eproduct_expire,eproduct_path,eproduct_serial,eproduct_instructions,homespecial,categoryspecial,hide,free_shipping,nontax,notforsale,giftcertificate,userid,last_update,extra_field_1,extra_field_2,extra_field_3,extra_field_4,extra_field_5,extra_field_6,extra_field_7,extra_field_8,extra_field_9,extra_field_10,extra_field_11,extra_field_12,extra_field_13,usecatoptions,qtyoptions,price_1,price_2,price_3,price_4,price_5,price_6,price_7,price_8,price_9,price_10,hide_1,hide_2,hide_3,hide_4,hide_5,hide_6,hide_7,hide_8,hide_9,hide_10,minorderpkg,listing_displaytype,show_out_stock,pricing_groupopt,qtydiscount_opt,loginlevel,redirectto,accessgroup,self_ship,tax_code,eproduct_reuseserial,nonsearchable,instock_message,outofstock_message,backorder_message,height,width,depth,reward_points,reward_disable,reward_redeem,filename,fractional_qty,gtin
73,W2730BD,50,1,0,11/15/2006,"27""W x 30""H Double Door Wall Cabinet (Depth Modifications Are Available)","Double Door Wall Cabinet 27"" Wide x 30"" Tall x 12"" Deep",Double Door Wall Cabinet,7,assets/images/w36bd_thumbnail.jpg,assets/images/w36bd.jpg,,,,,,,0,Double Door (Butt Door) Wall Cabinet,,,,,,,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,9/17/2015 15:50,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,1,0,0,,,,30,27,4,0,0,0,,0,
74,W3030BD,75,1,0,11/15/2006,"30""W x 30""T Double Door Wall Cabinet (Depth Modifications Are Available)","Double Door Wall Cabinet 30"" Wide x 30"" Tall x 12"" Deep",Double Door Wall Cabinet,8,assets/images/w36bd_thumbnail.jpg,assets/images/w36bd.jpg,,,,,,,0,Double Door (Butt Door) Wall Cabinet,,,,,,,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,9/9/2015 16:12,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,1,0,0,,,,30,30,4,0,0,0,,0,
75,W3330BD,75,1,0,11/15/2006,"33""W x 30""T Double Door Wall Cabinet (Depth Modifications Are Available)","Double Door Wall Cabinet 33"" Wide x 30"" Tall x 12"" Deep",Double Door Wall Cabinet,9,assets/images/w36bd_thumbnail.jpg,assets/images/w36bd.jpg,,,,,,,0,Double Door (Butt Door) Wall Cabinet,,,,,,,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,9/9/2015 16:12,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,1,0,0,,,,30,33,4,0,0,0,,0,
76,W3630BD,75,1,0,11/15/2006,"36""W x 30""T Double Door Wall Cabinet (Depth Modifications Are Available)","Double Door Wall Cabinet 36"" Wide x 30"" Tall x 12"" Deep",Double Door Wall Cabinet,10,assets/images/w36bd_thumbnail.jpg,assets/images/w36bd.jpg,,,,,,,0,Double Door (Butt Door) Wall Cabinet,,,,,,,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,9/9/2015 16:13,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,1,0,0,,,,0,0,0,0,0,0,,0,
77,W3930,75,1,0,11/15/2006,"39""W x 30""T Double Door Wall Cabinet (Depth Modifications Are Available)","Double Door Wall Cabinet w/Center Mullion 39"" Wide x 30"" Tall x 12"" Deep",Double Door Wall Cabinet,11,assets/images/w36_thumbnail.jpg,assets/images/w36.jpg,,,,,,,0,Double Door Wall Cabinet w/Center Mullion,,,,,,,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,12/11/2014 11:33,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,,0,0,,,,30,39,12,0,0,0,,,
78,W4230,75,1,0,11/15/2006,"42""W x 30""T Double Door Wall Cabinet w/Center Mullion (Depth Modifications Are Available)","Double Door Wall Cabinet w/Center Mullion 42"" Wide x 30"" Tall x 12"" Deep",Double Door Wall Cabinet,12,assets/images/w36_thumbnail.jpg,assets/images/w36.jpg,,,,,,,0,Double Door Wall Cabinet w/Center Mullion,,,,,,,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,12/11/2014 11:34,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,,0,0,,,,30,42,4,0,0,0,,,
79,W4530,75,1,0,11/15/2006,"45""W x 30""T Double Door Wall Cabinet w/Center Mullion (Depth Modifications Are Available)","Double Door Wall Cabinet w/Center Mullion 45"" Wide x 30"" Tall x 12"" Deep",Double Door Wall Cabinet,13,assets/images/w36_thumbnail.jpg,assets/images/w36.jpg,,,,,,,0,Double Door Wall Cabinet w/Center Mullion,,,,,,,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,12/11/2014 11:35,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,,0,0,,,,0,0,0,0,0,0,,,
80,W4830,75,1,0,11/15/2006,"48""W x 30""T Double Door Wall Cabinet w/Center Mullion (Depth Modifications Are Available)","Double Door Wall Cabinet w/Center Mullion 48"" Wide x 30"" Tall x 12"" Deep",Double Door Wall Cabinet,14,assets/images/w36_thumbnail.jpg,assets/images/w36.jpg,,,,,,,0,Double Door Wall Cabinet w/Center Mullion,,,,,,,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,9/4/2014 11:26,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,,0,0,,,,30,48,4,0,0,0,,,
81,W936,75,1,0,11/15/2006,"9""W x 36""T Single Door Wall Cabinet (Depth Modifications Are Available)","Single Door Wall Cabinet 9"" Wide x 36"" Tall x 12"" Deep",Single Door Wall Cabinet,15,assets/images/w30_thumbnail.jpg,assets/images/w30.jpg,,,,,,,0,Single Door Wall Cabinet,,,,,,,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,12/11/2014 11:36,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,,0,0,,,,36,9,4,0,0,0,,,
82,W1236,45,1,0,11/15/2006,"12""W x 36""T Single Door Wall Cabinet (Depth Modifications Are Available)","Single Door Wall Cabinet 12"" Wide x 36"" Tall x 12"" Deep","12"" Single Door RTA Wall Cabinet 30"" Tall",15,assets/images/w30_thumbnail.jpg,assets/images/w30.jpg,,,,,"W1224,W1230,W1236,W1242,GMDW1230,GMDW1236,GMDW1242,WSPRK8,AW1242,AW1236,AW1230",,0,Single Door Wall Cabinet,,,,RTA Wall Cabinet,,,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,12/11/2014 11:36,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,,0,0,,,,36,12,4,0,0,0,,,
83,W1536,75,1,0,11/15/2006,"15""W x 36""T Single Door Wall Cabinet (Depth Modifications Are Available)","Single Door Wall Cabinet 15"" Wide x 36"" Tall x 12"" Deep",Single Door Wall Cabinet,16,assets/images/w30_thumbnail.jpg,assets/images/w30.jpg,,,,,"GMDW1542,GMDW1536,GMDW1530,W1542,W1536,W1530",,0,Single Door Wall Cabinet,,,,,,,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,12/11/2014 11:37,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,,0,0,,,,36,15,4,0,0,0,,,
84,W1836,75,1,0,11/15/2006,"18""W x 36""T Single Door Wall Cabinet (Depth Modifications Are Available)","Single Door Wall Cabinet 18"" Wide x 36"" Tall x 12"" Deep",Single Door Wall Cabinet,17,assets/images/w30_thumbnail.jpg,assets/images/w30.jpg,,,,,"GMDW1842,GMDW1830,GMDW1836,W1842,W1836,W1830",,0,Single Door Wall Cabinet,,,,,,,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,12/11/2014 11:37,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,,0,0,,,,36,18,4,0,0,0,,,
85,W2136,75,1,0,11/15/2006,"21""W x 36""T Single Door Wall Cabinet (Depth Modifications Are Available)","Single Door Wall Cabinet 21"" Wide x 36"" Tall x 12"" Deep",Single Door Wall Cabinet,18,assets/images/w30_thumbnail.jpg,assets/images/w30.jpg,,,,,"GMDW2136,GMDW2142,GMDW2130,W2142,W2136,W2130",,0,Single Door Wall Cabinet,,,,,,,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,12/11/2014 11:38,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,,0,0,,,,36,21,4,0,0,0,,,
87,W2436BD,75,1,0,11/15/2006,"24""W x 36""T Double Door Wall Cabinet (Depth Modifications Are Available)","Double Door (Butt Door) Wall Cabinet 24"" Wide x 36"" Tall x 12"" Deep",Single Door Wall Cabinet,20,assets/images/w36bd(1)_thumbnail.jpg,assets/images/w36bd(1).jpg,,,,,,,0,Double Door (Butt Door) Wall Cabinet,,,,,,,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,12/11/2014 11:39,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,,0,0,,,,36,24,4,0,0,0,,,
88,W2736BD,75,1,0,11/15/2006,"27""W x 36""T Double Door Wall Cabinet (Depth Modifications Are Available)","Double Door (Butt Door) Wall Cabinet 27"" Wide x 36"" Tall x 12"" Deep",Single Door Wall Cabinet,21,assets/images/w36bd(1)_thumbnail.jpg,assets/images/w36bd(1).jpg,,,,,,,0,Double Door (Butt Door) Wall Cabinet,,,,,,,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,12/11/2014 11:40,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,,0,0,,,,0,0,0,0,0,0,,,
89,W3036BD,50,1,0,11/15/2006,"30""W x 36""T Double Door Wall Cabinet (Depth Modifications Are Available)","Double Door (Butt Door) Wall Cabinet 30"" Wide x 36"" Tall x 12"" Deep",Double Door Wall Cabinet,22,assets/images/w36bd(1)_thumbnail.jpg,assets/images/w36bd(1).jpg,,,,,,,0,Double Door (Butt Door) Wall Cabinet,,,,,,,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,1/26/2015 13:53,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,,0,0,,,,36,30,4,0,0,0,,,
90,W3336BD,75,1,0,11/15/2006,"33""W x 36""T Double Door Wall Cabinet (Depth Modifications Are Available)","Double Door (Butt Door) Wall Cabinet 33"" Wide x 36"" Tall x 12"" Deep",Single Door Wall Cabinet,23,assets/images/w36bd(1)_thumbnail.jpg,assets/images/w36bd(1).jpg,,,,,,,0,Double Door (Butt Door) Wall Cabinet,,,,,,,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,3/25/2013,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,,0,0,,,,36,33,4,0,0,0,,,
91,W3636BD,75,1,0,11/15/2006,"36""W x 36""T Double Door Wall Cabinet (Depth Modifications Are Available)","Double Door (Butt Door) Wall Cabinet 36"" Wide x 36"" Tall x 12"" Deep",Single Door Wall Cabinet,24,assets/images/w36bd(1)_thumbnail.jpg,assets/images/w36bd(1).jpg,,,,,,,0,Double Door (Butt Door) Wall Cabinet,,,,,,,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,12/11/2014 11:40,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,,0,0,,,,36,36,4,0,0,0,,,
92,W3936,75,1,0,11/15/2006,"39""W x 36""T Double Door Wall Cabinet w/Center Mullion (Depth Modifications Are Available)","Double Door Wall Cabinet w/Center Mullion 39"" Wide x 36"" Tall x 12"" Deep",Double Door Wall Cabinet,25,assets/images/w36bd(1)_thumbnail.jpg,assets/images/w36bd(1).jpg,,,,,,,0,Double Door (Butt Door) Wall Cabinet,,,,,,,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,12/11/2014 11:41,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,,0,0,,,,36,39,12,0,0,0,,,
93,W4536,75,1,0,11/15/2006,"45""W x 36""T Double Door Wall Cabinet w/Center Mullion (Depth Modifications Are Available)","Double Door Wall Cabinet w/Center Mullion 45"" Wide x 36"" Tall x 12"" Deep",Double Door Wall Cabinet,26,assets/images/w36bd(1)_thumbnail.jpg,assets/images/w36bd(1).jpg,,,,,,,0,Double Door (Butt Door) Wall Cabinet,,,,,,,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,12/11/2014 11:41,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,,0,0,,,,36,45,4,0,0,0,,,
95,W4836,75,1,0,11/15/2006,"48""W x 36""T Double Door Wall Cabinet w/Center Mullion (Depth Modifications Are Available)","Double Door Wall Cabinet w/Center Mullion 48"" Wide x 36"" Tall x 12"" Deep",Double Door Wall Cabinet,28,assets/images/w36bd(1)_thumbnail.jpg,assets/images/w36bd(1).jpg,,,,,,,0,Double Door (Butt Door) Wall Cabinet,,,,,,,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,12/11/2014 11:42,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,,0,0,,,,36,48,4,0,0,0,,,
96,W942,75,1,0,11/15/2006,"9""W x 42""T Single Door Wall Cabinet (Depth Modifications Are Available)","Single Door Wall Cabinet 9"" Wide x 42"" Tall x 12"" Deep",Single Door Wall Cabinet,29,assets/images/w30_thumbnail.jpg,assets/images/w30_thumbnail.jpg,,,,,,,0,Single Door Wall Cabinet,,,,,,,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,3/12/2013,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,,0,0,,,,42,9,4,0,0,0,,,
97,W1242,75,1,0,11/15/2006,"12""W x 42""T Single Door Wall Cabinet (Depth Modifications Are Available)","Single Door Wall Cabinet 12"" Wide x 42"" Tall x 12"" Deep",Single Door Wall Cabinet,30,assets/images/w30_thumbnail.jpg,assets/images/w30_thumbnail.jpg,,,,,,,0,Single Door Wall Cabinet,,,,,,,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,3/12/2013,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,,0,0,,,,42,12,4,0,0,0,,,
98,W1542,75,1,0,11/15/2006,"15""W x 42""T Single Door Wall Cabinet (Depth Modifications Are Available)","Single Door Wall Cabinet 15"" Wide x 42"" Tall x 12"" Deep",Single Door Wall Cabinet,31,assets/images/w30_thumbnail.jpg,assets/images/w30_thumbnail.jpg,,,,,,,0,Single Door Wall Cabinet,,,,,,,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,3/12/2013,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,,0,0,,,,42,15,4,0,0,0,,,
99,W1842,75,1,0,11/15/2006,"18""W x 42""T Single Door Wall Cabinet (Depth Modifications Are Available)","Single Door Wall Cabinet 18"" Wide x 42"" Tall x 12"" Deep",Single Door Wall Cabinet,32,assets/images/w30_thumbnail.jpg,assets/images/w30_thumbnail.jpg,,,,,,,0,Single Door Wall Cabinet,,,,,,,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,3/12/2013,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,,0,0,,,,42,18,4,0,0,0,,,
100,W2142,75,1,0,11/15/2006,"21""W x 42""T Single Door Wall Cabinet (Depth Modifications Are Available)","Single Door Wall Cabinet 21"" Wide x 42"" Tall x 12"" Deep",Single Door Wall Cabinet,33,assets/images/w30_thumbnail.jpg,assets/images/w30_thumbnail.jpg,,,,,,,0,Single Door Wall Cabinet,,,,,,,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,3/12/2013,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,,0,0,,,,42,21,12,0,0,0,,,
102,W2442BD,75,1,0,11/15/2006,"24""W x 42""T Double Door Door Wall Cabinet (Depth Modifications Are Available)","Double Door Wall Cabinet 24"" Wide x 42"" Tall x 12"" Deep",Double Door Wall Cabinet,35,assets/images/w36bd(1)_thumbnail.jpg,assets/images/w36bd(1).jpg,,,,,,,0,Single Door Wall Cabinet,,,,,,,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,12/9/2014 12:23,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,,0,0,,,,42,24,12,0,0,0,,,
103,W2742BD,75,1,0,11/15/2006,"27""W x 42""T Double Door Wall Cabinet (Depth Modifications Are Available)","Double Door Wall Cabinet 27"" Wide x 42"" Tall x 12"" Deep",Double Door Wall Cabinet,36,assets/images/w36bd(1)_thumbnail.jpg,assets/images/w36bd(1).jpg,,,,,,,0,Single Door Wall Cabinet,,,,,,,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,3/12/2013,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,,0,0,,,,42,27,12,0,0,0,,,
104,W3042BD,75,1,0,11/15/2006,"30""W x 42""T Double Door Door Wall Cabinet (Depth Modifications Are Available)","Double Door Wall Cabinet 30"" Wide x 42"" Tall x 12"" Deep",Double Door Wall Cabinet,37,assets/images/w36bd(1)_thumbnail.jpg,assets/images/w36bd(1).jpg,,,,,,,0,Double Door Wall Cabinet,,,,,,,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,9/10/2014 13:04,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,,0,0,,,,42,30,12,0,0,0,,,
105,W3342BD,75,1,0,11/15/2006,"33""W x 42""T Double Door Wall Cabinet (Depth Modifications Are Available)","Double Door Wall Cabinet 33"" Wide x 42"" Tall x 12"" Deep",Double Door Wall Cabinet,38,assets/images/w36bd(1)_thumbnail.jpg,assets/images/w36bd(1).jpg,,,,,,,0,Single Door Wall Cabinet,,,,,,,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,3/12/2013,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,,0,0,,,,42,33,12,0,0,0,,,
106,W3642BD,75,1,0,11/15/2006,"36""W x 42""T Double Door Wall Cabinet (Depth Modifications Are Available)","Double Door Wall Cabinet 36"" Wide x 42"" Tall x 12"" Deep",Double Door Wall Cabinet,39,assets/images/w36bd(1)_thumbnail.jpg,assets/images/w36bd(1).jpg,,,,,,,0,Double Door Wall Cabinet,,,,,,,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,10/8/2014 10:04,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,,0,0,,,,42,36,12,0,0,0,,,
107,W3942,75,1,0,11/15/2006,"39""W x 42""T Double Door Door Wall Cabinet w/Center Mullion (Depth Modifications Are Available)","Double Door Wall Cabinet w/Center Mullion 39"" Wide x 42"" Tall x 12"" Deep",Double Door Wall Cabinet,41,assets/images/w36_thumbnail.jpg,assets/images/w36.jpg,,,,,,,0,Double Door Wall Cabinet w/Center Mullion,,,,,,,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,3/12/2013,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,,0,0,,,,42,39,12,0,0,0,,,
108,W4242,75,1,0,11/15/2006,"42""W x 42""T Double Door Door Wall Cabinet w/Center Mullion (Depth Modifications Are Available)","Double Door Wall Cabinet w/Center Mullion 42"" Wide x 42"" Tall x 12"" Deep",Double Door Wall Cabinet,42,assets/images/w36_thumbnail.jpg,assets/images/w36.jpg,,,,,,,0,Double Door Wall Cabinet w/Center Mullion,,,,,,,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,1/6/2015 14:30,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,,0,0,,,,42,42,12,0,0,0,,,
109,W4542,75,1,0,11/15/2006,"45""W x 42""T Double Door Door Wall Cabinet w/Center Mullion (Depth Modifications Are Available)","Double Door Wall Cabinet w/Center Mullion 45"" Wide x 42"" Tall x 12"" Deep",Double Door Wall Cabinet,43,assets/images/w36_thumbnail.jpg,assets/images/w36.jpg,,,,,,,0,Double Door Wall Cabinet w/Center Mullion,,,,,,,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,3/12/2013,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,,0,0,,,,42,45,12,0,0,0,,,
110,W4842,75,1,0,11/15/2006,"48""W x 42""T Double Door Door Wall Cabinet w/Center Mullion (Depth Modifications Are Available)","Double Door Wall Cabinet w/Center Mullion 48"" Wide x 42"" Tall x 12"" Deep",Double Door Wall Cabinet,44,assets/images/w36_thumbnail.jpg,assets/images/w36.jpg,,,,,,,0,Double Door Wall Cabinet w/Center Mullion,,,,,,,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,3/12/2013,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,,0,0,,,,42,48,12,0,0,0,,,
111,DW2430,75,1,0,11/15/2006,"24""W x 30""T Diagonal Corner Wall Cabinet","Diagonal Corner Wall Cabinet 24"" Wide x 30"" Tall ",Diagonal Wall Wall Cabinet,46,assets/images/dw_thumbnail.jpg,assets/images/dw.jpg,,,,,,,0,Diagonal Corner Wall Cabinet,,,,,,,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,9/9/2015 16:13,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,1,0,0,,,,30,24,12,0,0,0,,0,
112,DW2730,75,1,0,11/15/2006,"27""W x 30""T x 15""D Diagonal Corner Wall Cabinet","Diagonal Corner Wall Cabinet 27"" Wide x 30"" Tall ",Diagonal Wall Wall Cabinet,47,assets/images/dw_thumbnail.jpg,assets/images/dw.jpg,,,,,,,0,Diagonal Corner Wall Cabinet,,,,,,,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,9/9/2015 16:13,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,1,0,0,,,,30,27,15,0,0,0,,0,
113,DW2436,75,1,0,11/15/2006,"24""W x 36""T x 12""D Diagonal Corner Wall Cabinet","Diagonal Corner Wall Cabinet 24"" Wide x 36"" Tall ",Diagonal Wall Wall Cabinet,48,assets/images/dw_thumbnail.jpg,assets/images/dw.jpg,,,,,,,0,Diagonal Corner Wall Cabinet,,,,,,,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,9/9/2015 16:13,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,1,0,0,,,,36,24,12,0,0,0,,0,
114,DW2736,75,1,0,11/15/2006,"27""W x 36""T x 15""D Diagonal Corner Wall Cabinet","Diagonal Corner Wall Cabinet 27"" Wide x 36"" Tall ",Diagonal Wall Wall Cabinet,49,assets/images/dw_thumbnail.jpg,assets/images/dw.jpg,,,,,,,0,Diagonal Corner Wall Cabinet,,,,,,,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,9/9/2015 16:13,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,1,0,0,,,,36,27,15,0,0,0,,0,
115,DW2442,75,1,0,11/15/2006,"24""W x 42""T x 12""D Diagonal Corner Wall Cabinet","Diagonal Corner Wall Cabinet 24"" Wide x 42"" Tall ",Diagonal Wall Wall Cabinet,50,assets/images/dw_thumbnail.jpg,assets/images/dw.jpg,,,,,,,0,Diagonal Corner Wall Cabinet,,,,,,,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,9/9/2015 16:13,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,1,0,0,,,,42,24,12,0,0,0,,0,
116,DW2742,75,1,0,11/15/2006,"27""W x 42""T x 15""D Diagonal Corner Wall Cabinet","Diagonal Corner Wall Cabinet 27"" Wide x 42"" Tall ",Diagonal Wall Wall Cabinet,51,assets/images/dw_thumbnail.jpg,assets/images/dw.jpg,,,,,,,0,Diagonal Corner Wall Cabinet,,,,,,,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,9/9/2015 16:14,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,1,0,0,,,,42,27,15,0,0,0,,0,
