catalogid,id,name,categories,mfgid,manufacturer,distributor,cost,price,price2,price3,saleprice,onsale,stock,stock_alert,display_stock,weight,minimumorder,maximumorder,date_created,description,extended_description,keywords,sorting,thumbnail,image1,image2,image3,image4,realmedia,related,accessories,shipcost,imagecaption1,imagecaption2,imagecaption3,imagecaption4,title,metatags,displaytext,eproduct_password,eproduct_random,eproduct_expire,eproduct_path,eproduct_serial,eproduct_instructions,homespecial,categoryspecial,hide,free_shipping,nontax,notforsale,giftcertificate,userid,last_update,extra_field_1,extra_field_2,extra_field_3,extra_field_4,extra_field_5,extra_field_6,extra_field_7,extra_field_8,extra_field_9,extra_field_10,extra_field_11,extra_field_12,extra_field_13,usecatoptions,qtyoptions,price_1,price_2,price_3,price_4,price_5,price_6,price_7,price_8,price_9,price_10,hide_1,hide_2,hide_3,hide_4,hide_5,hide_6,hide_7,hide_8,hide_9,hide_10,minorderpkg,listing_displaytype,show_out_stock,pricing_groupopt,qtydiscount_opt,loginlevel,redirectto,accessgroup,self_ship,tax_code,eproduct_reuseserial,nonsearchable,instock_message,outofstock_message,backorder_message,height,width,depth,reward_points,reward_disable,reward_redeem,filename,fractional_qty,gtin
36,BC36,BC36,Base Cabinets/Corner Base Cabinets,BC36,Timberland Cabinetry,,133.01,230,230,0,0,0,0,0,,100,1,0,11/15/2006,"36"" Blind Corner Base Cabinet 24 Deep (Requires 39"" Wall Space)","Blind Corner Base Cabinet 36"" Wide x 34.5"" Tall",Blind Corner Base Cabinet,29,assets/images/2010cabinetimages/bc45_thumbnail.jpg,assets/images/2010cabinetimages/bc45.jpg,,,,,,,0,"36"" Wide Blind Corner Base Cabinet",,,,,"<META NAME=""DESCRIPTION"" CONTENT=""RTA Kitchen Cabinets Online, Wholesale Kitchen Cabinets, Buy RTA Cabinets Online, Maple RTA Cabinets""> <META NAME=""ABSTRACT"" CONTENT=""RTA Cabinets, Maple Cabinets, Wholesale Cabinets, Buy Cabinets Online""> <META NAME=""KEYWORDS"" CONTENT=""RTA Cabinet,RTA Kitchen Cabinets, Maple Cabinets, Kitchen Cabinets, buy kitchen cabinets, buy cabinets online, cabinets, rta cabinets, cabinet maker""> ",,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,9/9/2015 16:07,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,1,0,0,,,,0,0,0,0,0,0,,0,
37,BC39,BC39,Base Cabinets/Corner Base Cabinets,BC39,Timberland Cabinetry,,136.77,235,235,0,0,0,0,0,,100,1,0,11/15/2006,"39"" Blind Corner Base Cabinet 24' Deep (Requires 42"" Wall Space)","Blind Corner Base Cabinet 39"" Wide x 34.5"" Tall",Blind Corner Base Cabinet,30,assets/images/2010cabinetimages/bc45_thumbnail.jpg,assets/images/2010cabinetimages/bc45.jpg,,,,,,,0,"39"" Wide Blind Corner Base Cabinet",,,,,"<META NAME=""DESCRIPTION"" CONTENT=""RTA Kitchen Cabinets Online, Wholesale Kitchen Cabinets, Buy RTA Cabinets Online, Maple RTA Cabinets""> <META NAME=""ABSTRACT"" CONTENT=""RTA Cabinets, Maple Cabinets, Wholesale Cabinets, Buy Cabinets Online""> <META NAME=""KEYWORDS"" CONTENT=""RTA Cabinet,RTA Kitchen Cabinets, Maple Cabinets, Kitchen Cabinets, buy kitchen cabinets, buy cabinets online, cabinets, rta cabinets, cabinet maker""> ",,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,9/9/2015 16:08,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,1,0,0,,,,36,39,3,0,0,0,,0,
38,BC42,BC42,Base Cabinets/Corner Base Cabinets,BC42,Timberland Cabinetry,,141.47,245,245,0,0,0,0,0,,100,1,0,11/15/2006,"42"" Blind Corner Base Cabinet 24"" Deep (Requires 45"" Wall Space)","Blind Corner Base Cabinet 42"" Wide x 34.5"" Tall",Blind Corner Base Cabinet,31,assets/images/2010cabinetimages/bc45_thumbnail.jpg,assets/images/2010cabinetimages/bc45.jpg,,,,,,,0,"42"" Wide Blind Corner Base Cabinet",,,,,"<META NAME=""DESCRIPTION"" CONTENT=""RTA Kitchen Cabinets Online, Wholesale Kitchen Cabinets, Buy RTA Cabinets Online, Maple RTA Cabinets""> <META NAME=""ABSTRACT"" CONTENT=""RTA Cabinets, Maple Cabinets, Wholesale Cabinets, Buy Cabinets Online""> <META NAME=""KEYWORDS"" CONTENT=""RTA Cabinet,RTA Kitchen Cabinets, Maple Cabinets, Kitchen Cabinets, buy kitchen cabinets, buy cabinets online, cabinets, rta cabinets, cabinet maker""> ",,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,9/9/2015 16:08,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,1,0,0,,,,0,0,0,0,0,0,,0,
39,BC45,BC45,Base Cabinets/Corner Base Cabinets,BC45,Timberland Cabinetry,,147.11,255,255,0,0,0,0,0,,100,1,0,11/15/2006,"45"" Blind Corner Base Cabinet 24 Deep (Requires 48"" Wall Space)","Blind Corner Base Cabinet 45"" Wide x 34.5"" Tall Requires 48"" Of Wall Space",Blind Corner Base Cabinet,32,assets/images/2010cabinetimages/bc45_thumbnail.jpg,assets/images/2010cabinetimages/bc45.jpg,,,,,,,0,"45"" Wide Blind Corner Base Cabinet",,,,,"<META NAME=""DESCRIPTION"" CONTENT=""RTA Kitchen Cabinets Online, Wholesale Kitchen Cabinets, Buy RTA Cabinets Online, Maple RTA Cabinets""> <META NAME=""ABSTRACT"" CONTENT=""RTA Cabinets, Maple Cabinets, Wholesale Cabinets, Buy Cabinets Online""> <META NAME=""KEYWORDS"" CONTENT=""RTA Cabinet,RTA Kitchen Cabinets, Maple Cabinets, Kitchen Cabinets, buy kitchen cabinets, buy cabinets online, cabinets, rta cabinets, cabinet maker""> ",,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,9/9/2015 16:08,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,1,0,0,,,,34,45,24,0,0,0,,0,
23,BFH9,BFH9,Base Cabinets/Full Height Base Cabinets,BFH9,Timberland Cabinetry,,80.37,130,130,0,0,0,0,0,,75,1,0,11/15/2006,"9"" Single Door Full Height Base Cabinet 24 Deep","Single Door Full Height Base Cabinet 9"" Wide x 34.5"" Tall",Double Door Base Cabinet Center Mullion,16,assets/images/2010cabinetimages/bfhcabinet_thumbnail.jpg,assets/images/2010cabinetimages/bfhcabinet.jpg,,,,,,,0,Full Height Base Cabinet,,,,,"<META NAME=""DESCRIPTION"" CONTENT=""Buy RTA Kitchen Cabinets from www.onlinecabinetsdirect.com Wholesale RTA Cabinets at factory prices allows you to purchase quality kitchen cabinets, vanity cabinets and maple cabinets online.""> <META NAME=""ABSTRACT"" CONTENT=""Buy rta cabinets online,wholesale maple rta cabinets, kitchen cabinets""> <META NAME=""KEYWORDS"" CONTENT=""RTA Cabinet,RTA Kitchen Cabinets, Maple Cabinets, Kitchen Cabinets, buy kitchen cabinets, buy cabinets online, cabinets, rta cabinets, cabinet maker""> ",,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,5/26/2015 15:08,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,1,0,0,,,,34,9,4,0,0,0,,0,
24,BFH12,BFH12,Base Cabinets/Full Height Base Cabinets,BFH12,Timberland Cabinetry,,86.95,140,140,0,0,0,0,0,,75,1,0,11/15/2006,12 Single Door Full Height Base Cabinet 24 Deep,"Single Door Full Height Base Cabinet 12"" Wide x 34.5"" Tall",Double Door Base Cabinet Center Mullion,17,assets/images/2010cabinetimages/bfhcabinet_thumbnail.jpg,assets/images/2010cabinetimages/bfhcabinet.jpg,,,,,,,0,Full Height Base Cabinet,,,,,"<META NAME=""DESCRIPTION"" CONTENT=""Buy RTA Kitchen Cabinets from www.onlinecabinetsdirect.com Wholesale RTA Cabinets at factory prices allows you to purchase quality kitchen cabinets, vanity cabinets and maple cabinets online.""> <META NAME=""ABSTRACT"" CONTENT=""Buy rta cabinets online,wholesale maple rta cabinets, kitchen cabinets""> <META NAME=""KEYWORDS"" CONTENT=""RTA Cabinet,RTA Kitchen Cabinets, Maple Cabinets, Kitchen Cabinets, buy kitchen cabinets, buy cabinets online, cabinets, rta cabinets, cabinet maker""> ",,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,5/26/2015 15:08,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,1,0,0,,,,36,12,4,0,0,0,,0,
425,BFH15,BFH15,Base Cabinets/Full Height Base Cabinets,BFH15,Timberland Cabinetry,,99.17,155,155,0,0,0,0,0,,75,1,0,11/15/2006,15 Single Door Full Height Base Cabinet 24 Deep,"Single Door Full Height Base Cabinet 15"" Wide x 34.5"" Tall",Double Door Base Cabinet Center Mullion,17,assets/images/2010cabinetimages/bfhcabinet_thumbnail.jpg,assets/images/2010cabinetimages/bfhcabinet.jpg,,,,,,,0,Full Height Base Cabinet,,,,,"<META NAME=""DESCRIPTION"" CONTENT=""Buy RTA Kitchen Cabinets from www.onlinecabinetsdirect.com Wholesale RTA Cabinets at factory prices allows you to purchase quality kitchen cabinets, vanity cabinets and maple cabinets online.""> <META NAME=""ABSTRACT"" CONTENT=""Buy rta cabinets online,wholesale maple rta cabinets, kitchen cabinets""> <META NAME=""KEYWORDS"" CONTENT=""RTA Cabinet,RTA Kitchen Cabinets, Maple Cabinets, Kitchen Cabinets, buy kitchen cabinets, buy cabinets online, cabinets, rta cabinets, cabinet maker""> ",,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,9/9/2015 16:09,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,1,0,0,,,,36,15,4,0,0,0,,0,
426,BFH18,BFH18,Base Cabinets/Full Height Base Cabinets,BFH18,Timberland Cabinetry,,104.81,170,170,0,0,0,0,0,,75,1,0,11/15/2006,18 Single Door Full Height Base Cabinet 24 Deep,"Single Door Full Height Base Cabinet 18"" Wide x 34.5"" Tall",Double Door Base Cabinet Center Mullion,17,assets/images/2010cabinetimages/bfhcabinet_thumbnail.jpg,assets/images/2010cabinetimages/bfhcabinet.jpg,,,,,,,0,Full Height Base Cabinet,,,,,"<META NAME=""DESCRIPTION"" CONTENT=""Buy RTA Kitchen Cabinets from www.onlinecabinetsdirect.com Wholesale RTA Cabinets at factory prices allows you to purchase quality kitchen cabinets, vanity cabinets and maple cabinets online.""> <META NAME=""ABSTRACT"" CONTENT=""Buy rta cabinets online,wholesale maple rta cabinets, kitchen cabinets""> <META NAME=""KEYWORDS"" CONTENT=""RTA Cabinet,RTA Kitchen Cabinets, Maple Cabinets, Kitchen Cabinets, buy kitchen cabinets, buy cabinets online, cabinets, rta cabinets, cabinet maker""> ",,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,9/9/2015 16:09,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,1,0,0,,,,36,18,4,0,0,0,,0,
427,BFH21,BFH21,Base Cabinets/Full Height Base Cabinets,BFH21,Timberland Cabinetry,,110.45,170,170,0,0,0,0,0,,75,1,0,11/15/2006,"21"" Single Door Full Height Base Cabinet 24 Deep","Single Door Full Height Base Cabinet 21"" Wide x 34.5"" Tall. Consists Of 1 W2130BD and 1 B21BD Plywood Carcass",Single Full Height Door Base Cabinet,17,assets/images/2010cabinetimages/bfhcabinet_thumbnail.jpg,assets/images/2010cabinetimages/bfhcabinet.jpg,,,,,,,0,Full Height Base Cabinet,,,,,"<META NAME=""DESCRIPTION"" CONTENT=""Buy RTA Kitchen Cabinets from www.onlinecabinetsdirect.com Wholesale RTA Cabinets at factory prices allows you to purchase quality kitchen cabinets, vanity cabinets and maple cabinets online.""> <META NAME=""ABSTRACT"" CONTENT=""Buy rta cabinets online,wholesale maple rta cabinets, kitchen cabinets""> <META NAME=""KEYWORDS"" CONTENT=""RTA Cabinet,RTA Kitchen Cabinets, Maple Cabinets, Kitchen Cabinets, buy kitchen cabinets, buy cabinets online, cabinets, rta cabinets, cabinet maker""> ",,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,9/9/2015 16:09,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,1,0,0,,,,36,21,4,0,0,0,,0,
428,1018-5,BFH24,,,,,0,180,180,0,0,0,0,0,,75,1,0,11/15/2006,"24"" Double Door Full Height Base Cabinet","Single Door Full Height Base Cabinet 24"" Wide x 34.5"" Tall",Double Door Base Cabinet Center Mullion,17,assets/images/2010cabinetimages/bfhcabinet_thumbnail.jpg,assets/images/2010cabinetimages/bfhcabinet.jpg,,,,,,,0,Full Height Base Cabinet,,,,,"<META NAME=""DESCRIPTION"" CONTENT=""Buy RTA Kitchen Cabinets from www.onlinecabinetsdirect.com Wholesale RTA Cabinets at factory prices allows you to purchase quality kitchen cabinets, vanity cabinets and maple cabinets online.""> <META NAME=""ABSTRACT"" CONTENT=""Buy rta cabinets online,wholesale maple rta cabinets, kitchen cabinets""> <META NAME=""KEYWORDS"" CONTENT=""RTA Cabinet,RTA Kitchen Cabinets, Maple Cabinets, Kitchen Cabinets, buy kitchen cabinets, buy cabinets online, cabinets, rta cabinets, cabinet maker""> ",,,0,0,,0,,0,0,1,0,1,1,0,Online Cabinets Admin,6/14/2012 13:52,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,,0,1,,,,0,0,0,0,0,0,,,
44,BMC27,BMC27,Base Cabinets/Specialty Base Cabinets,BMC27,Timberland Cabinetry,,123.14,225,225,0,0,0,0,0,,100,1,0,11/15/2006,"27"" Base Microwave Cabinet or Base Dish Drawer Cabinet 24 Deep","Base Microwave or Dish Drawer Cabinet 27"" wide x 34.5"" Tall",Base Microwave Cabinet,38,assets/images/2010cabinetimages/bmc27_thumbnail.jpg,assets/images/2010cabinetimages/bmc27.jpg,,,,,,,0,"27"" Wide Base Microwave or Dish Drawer Cabinet",,,,,"<META NAME=""DESCRIPTION"" CONTENT=""RTA Kitchen Cabinets Online, Wholesale Kitchen Cabinets, Buy RTA Cabinets Online, Maple RTA Cabinets""> <META NAME=""ABSTRACT"" CONTENT=""RTA Cabinets, Maple Cabinets, Wholesale Cabinets, Buy Cabinets Online""> <META NAME=""KEYWORDS"" CONTENT=""RTA Cabinet,RTA Kitchen Cabinets, Maple Cabinets, Kitchen Cabinets, buy kitchen cabinets, buy cabinets online, cabinets, rta cabinets, cabinet maker""> ",,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,9/9/2015 16:08,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,1,0,0,,,,0,0,0,0,0,0,,0,
34,BT12L,"BT12L - 12"" Base Transition Cabinet Left",Base Cabinets/Specialty Base Cabinets,BT12L,Timberland Cabinetry,,93.53,155,155,0,0,0,0,0,,100,1,0,11/15/2006,"12"" Base Transition Cabinet Left","Left Angle Base Transition Cabinet 12"" Wide x 34.5"" Tall",Base Transition Cabinet,27,assets/images/2010cabinetimages/bt12_thumbnail.jpg,assets/images/2010cabinetimages/bt12.jpg,,,,,,,0,"BT12 L Shown 12"" Deep Base Transition Cabinet",,,,,"<META NAME=""DESCRIPTION"" CONTENT=""RTA Kitchen Cabinets Online, Wholesale Kitchen Cabinets, Buy RTA Cabinets Online, Maple RTA Cabinets""> <META NAME=""ABSTRACT"" CONTENT=""RTA Cabinets, Maple Cabinets, Wholesale Cabinets, Buy Cabinets Online""> <META NAME=""KEYWORDS"" CONTENT=""RTA Cabinet,RTA Kitchen Cabinets, Maple Cabinets, Kitchen Cabinets, buy kitchen cabinets, buy cabinets online, cabinets, rta cabinets, cabinet maker""> ",,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,12/2/2015 15:42,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,1,0,0,,,,0,0,0,0,0,0,,0,
35,BT12R,"BT12R - 12"" Base Transition Cabinet Right",Base Cabinets/Specialty Base Cabinets,BT12R,Timberland Cabinetry,,93.53,155,155,0,0,0,0,0,,100,1,0,11/15/2006,"12"" Base Transition Cabinet Right","Right Angle Base Transition Cabinet 12"" Wide x 34.5"" Tall",Base Transition Cabinet,28,assets/images/2010cabinetimages/bt12_thumbnail.jpg,assets/images/2010cabinetimages/bt12.jpg,,,,,,,0,"BT12L Shown 12"" Deep Base Transition Cabinet",,,,,"<META NAME=""DESCRIPTION"" CONTENT=""RTA Kitchen Cabinets Online, Wholesale Kitchen Cabinets, Buy RTA Cabinets Online, Maple RTA Cabinets""> <META NAME=""ABSTRACT"" CONTENT=""RTA Cabinets, Maple Cabinets, Wholesale Cabinets, Buy Cabinets Online""> <META NAME=""KEYWORDS"" CONTENT=""RTA Cabinet,RTA Kitchen Cabinets, Maple Cabinets, Kitchen Cabinets, buy kitchen cabinets, buy cabinets online, cabinets, rta cabinets, cabinet maker""> ",,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,12/2/2015 15:42,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,1,0,0,,,,0,0,0,0,0,0,,0,
203,DDV27T,DDV27T,Base Cabinets/Trimmable Knee Drawers & Desk File Drawers@Vanity Cabinets,DDV27T,Timberland Cabinetry,,74.69,120,120,0,0,0,0,0,,25,1,0,11/15/2006,"27"" Wide Vanity Desk Drawer Trimmable 21"" Deep","Vanity Desk Drawer 27"" Wide x 21"" Deep",Tall Vanity Base Cabinet,35,assets/images/2010cabinetimages/ddv27_thumbnail.jpg,assets/images/2010cabinetimages/ddv27.jpg,,,,,,,0,"27"" Wide Vanity Knee Drawer, Can Be Trimmed By 3""",,,,,,,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,12/3/2015 15:15,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,1,0,0,,,,6,27,21,0,0,0,,0,
204,DD30T,DDV30T,Base Cabinets/Trimmable Knee Drawers & Desk File Drawers@Vanity Cabinets,DDV30T,Timberland Cabinetry,,79.39,125,125,0,0,0,0,0,,25,1,0,11/15/2006,"30"" Vanity Desk Drawer Trimmable 21"" Deep","Vanity Desk Drawer 30"" Wide x 21"" Deep",Tall Vanity Base Cabinet,36,assets/images/2010cabinetimages/ddv27_thumbnail.jpg,assets/images/2010cabinetimages/ddv27.jpg,,,,,,,0,"30"" Wide Vanity Knee Drawer, Can Be Trimmed By 3""",,,,,,,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,12/3/2015 15:15,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,1,0,0,,,,6,30,21,0,0,0,,0,
205,DDV33T,DDV33T,Base Cabinets/Trimmable Knee Drawers & Desk File Drawers@Vanity Cabinets,DDV33T,Timberland Cabinetry,,82.68,130,130,0,0,0,0,0,,25,1,0,11/15/2006,"33"" Vanity Desk Drawer Trimmable 21"" Deep","Vanity Desk Drawer 33"" Wide x 21"" Deep",Tall Vanity Base Cabinet,37,assets/images/2010cabinetimages/ddv27_thumbnail.jpg,assets/images/2010cabinetimages/ddv27.jpg,,,,,,,0,"33"" Wide Vanity Knee Drawer, Can Be Trimmed By 3""",,,,,,,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,12/3/2015 15:16,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,1,0,0,,,,0,0,0,0,0,0,,0,
206,DDV36T,DDV36T,Base Cabinets/Trimmable Knee Drawers & Desk File Drawers@Vanity Cabinets,DDV36T,Timberland Cabinetry,,85.97,135,135,0,0,0,0,0,,25,1,0,11/15/2006,"36"" Vanity Desk Drawer Trimmable 21"" Deep","Vanity Desk Drawer 36"" Wide x 21"" Deep",Tall Vanity Base Cabinet,38,assets/images/2010cabinetimages/ddv27_thumbnail.jpg,assets/images/2010cabinetimages/ddv27.jpg,,,,,,,0,"36"" Wide Vanity Knee Drawer, Can Be Trimmed By 3""",,,,,,,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,12/3/2015 15:16,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,1,0,0,,,,0,0,0,0,0,0,,0,
407,DSB36,DSB36,Base Cabinets/Corner Base Cabinets,SDB36,Timberland Cabinetry,,205.86,320,320,0,0,0,0,0,,100,1,0,11/15/2006,"36"" Diagonal Corner Sink Base Cabinet","Diagonal Corner Sink Base Cabinet 36"" Wide ",Diagonal Corner Sink Base Cabinet,35,assets/images/2010cabinetimages/dsb_thumbnail.jpg,assets/images/2010cabinetimages/dsb.jpg,assets/images/2010CabinetImages/DSB36.jpg,,,,,,0,"36"" Diagonal Corner Sink Base Cabinet","36"" Diagonal Corner Sink Base Measurements ",,,,"<META NAME=""DESCRIPTION"" CONTENT=""RTA Kitchen Cabinets Online, Wholesale Kitchen Cabinets, Buy RTA Cabinets Online, Maple RTA Cabinets""> <META NAME=""ABSTRACT"" CONTENT=""RTA Cabinets, Maple Cabinets, Wholesale Cabinets, Buy Cabinets Online""> <META NAME=""KEYWORDS"" CONTENT=""RTA Cabinet,RTA Kitchen Cabinets, Maple Cabinets, Kitchen Cabinets, buy kitchen cabinets, buy cabinets online, cabinets, rta cabinets, cabinet maker""> ",,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,9/9/2015 16:06,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,1,0,0,,,,36,36,24,0,0,0,,0,
408,DSB42,DSB42,Base Cabinets/Corner Base Cabinets,DSB42,Timberland Cabinetry,,235.47,365,365,0,0,0,0,0,,100,1,0,11/15/2006,"42"" Diagonal Corner Sink Base Cabinet","Diagonal Corner Sink Base Cabinet 42"" Wide ",Diagonal Corner Sink Base Cabinet,35,assets/images/2010cabinetimages/dsb_thumbnail.jpg,assets/images/2010cabinetimages/dsb.jpg,assets/images/2010CabinetImages/DSB42.jpg,,,,,,0,"42"" Diagonal Corner Sink Base Cabinet","42"" Diagonal Sink Base Measurements",,,,"<META NAME=""DESCRIPTION"" CONTENT=""RTA Kitchen Cabinets Online, Wholesale Kitchen Cabinets, Buy RTA Cabinets Online, Maple RTA Cabinets""> <META NAME=""ABSTRACT"" CONTENT=""RTA Cabinets, Maple Cabinets, Wholesale Cabinets, Buy Cabinets Online""> <META NAME=""KEYWORDS"" CONTENT=""RTA Cabinet,RTA Kitchen Cabinets, Maple Cabinets, Kitchen Cabinets, buy kitchen cabinets, buy cabinets online, cabinets, rta cabinets, cabinet maker""> ",,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,9/9/2015 16:06,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,1,0,0,,,,34,42,24,0,0,0,,0,
539,FSK25,"Farm Sink 25""-27"" Kit ",Base Cabinets/Sink Base Cabinets,FSK25,Timberland Cabinetry,,171.08,240,240,0,0,0,0,0,,75,1,0,11/15/2006,"25""-27"" Farm Sink Kit (Uses 30"" Wide Cabinet)","Farm Sink Cabinet Kit: For Farm Sinks 25"" to 30"" Wide, Kit Includes: 1 - F342, 1 - BEP3 & 1 - RW3018BD Cabinet, Farm Sink Not Included, Customer Must Build 4.5"" Tall Platform For Farm Sink Cabinet.",Farm Sink Cabinet,57,assets/images/farmsinkkit_thumbnail.jpg,assets/images/2010cabinetimages/farmsink.jpg,,,,,,,0,Farm Sink Cabinet Kit (Sink Not Included),,,,,,,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,9/9/2015 16:06,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,1,0,0,,,,18,30,24,0,0,0,,0,
540,FSK30,"Farm Sink 30""-33"" Kit",Base Cabinets/Sink Base Cabinets,FSK30,Timberland Cabinetry,,175.78,250,250,0,0,0,0,0,,75,1,0,11/15/2006,"30""-33"" Farm Sink Kit (Uses 33"" Wide Cabinet)","Farm Sink Cabinet Kit: For Farm Sinks 30"" to 33"" Wide, Kit Includes: 1 - F342, 1 - BEP3 & 1 - RW3318BD Cabinet, Farm Sink Not Included, Customer Must Build 4.5"" Tall Platform For Farm Sink Cabinet.",Refrigerator Wall Cabinet,57,assets/images/farmsinkkit_thumbnail.jpg,assets/images/2010cabinetimages/farmsink.jpg,,,,,,,0,Farm Sink Cabinet Kit (Sink Not Included),,,,,,,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,9/9/2015 16:06,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,1,0,0,,,,18,33,24,0,0,0,,0,
541,FSK36,"Farm Sink 33""-36"" Kit",Base Cabinets/Sink Base Cabinets,FSK36,Timberland Cabinetry,,184.24,260,260,0,0,0,0,0,,75,1,0,11/15/2006,"33""-36"" Farm Sink Kit (Uses 36"" Wide Cabinet)","Farm Sink Cabinet Kit: For Farm Sinks 30"" to 36"" Wide, Kit Includes: 1 - F342, 1 - BEP3 & 1 - RW3618BD Cabinet, Farm Sink Not Included, Customer Must Build 4.5"" Tall Platform For Farm Sink Cabinet.",Refrigerator Wall Cabinet,57,assets/images/farmsinkkit_thumbnail.jpg,assets/images/2010cabinetimages/farmsink.jpg,,,,,,,0,Farm Sink Cabinet Kit (Sink Not Included),,,,,,,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,9/9/2015 16:06,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,1,0,0,,,,18,36,24,0,0,0,,0,
